Claim ID,Customer ID,Policy Type,Region,Claim Date,Claim Amount,Status,Policy Start Date,Premium Amount,Customer Age,Incident Type,Gender,National ID
CLM1266,CUST11110,Third Party,North Eastern,2024-10-30,176242.67,Pending,2022-03-05,63551.84,27.0,Medical,Female,85958181
CLM1267,CUST21362,Third Party,Central,2024-07-25,295197.38,Rejected,2023-10-28,36450.49,45.0,Fire,Male,56600900
CLM1268,CUST94491,Property,Rift Valley,2024-05-23,389705.86,Approved,2022-04-18,85093.43,60.0,Fire,Male,98787891
CLM1269,CUST76784,Health,Rift Valley,2024-09-08,323438.72,Pending,2023-06-15,50499.0,25.0,Theft,Female,77908907
CLM1270,CUST19307,Comprehensive,Coast,2024-11-25,467028.28,Pending,2023-10-15,39910.15,71.0,Natural Disaster,Female,11698142
CLM1271,CUST99514,Health,Central,2024-02-10,9328.01,Approved,2022-12-03,3351.76,31.0,Accident,Male,75793759
CLM1272,CUST62163,Property,Eastern,2024-09-03,212364.04,Rejected,2023-12-16,10077.93,52.0,Natural Disaster,Male,58612055
CLM1273,CUST50620,Third Party,Western,2024-06-18,268658.7,Rejected,2022-10-01,59470.84,66.0,Other,Male,30534124
CLM1274,CUST67342,Third Party,Nairobi,2024-09-09,122995.4,Rejected,2023-02-24,13366.68,57.0,Natural Disaster,Male,80027662
CLM1276,CUST45227,Comprehensive,Nairobi,2024-06-29,168170.5,Rejected,2023-11-08,28654.1,22.0,Fire,Male,74893936
CLM1277,CUST76949,Health,Western,2024-04-14,184476.2,Cancelled,2023-05-16,77786.24,75.0,Natural Disaster,Male,89520597
CLM1280,CUST16903,Property,Nairobi,2024-10-18,477085.62,Approved,2023-12-23,87945.14,73.0,Fire,Female,42730796
CLM1281,CUST82494,Life,Nyanza,2024-08-25,146505.95,Cancelled,2023-08-12,74478.45,33.0,Medical,Female,86483924
CLM1282,CUST74665,Third Party,Nyanza,2024-01-12,76132.62,Rejected,2023-01-19,4343.21,52.0,Fire,Male,55150390
CLM1285,CUST18163,Third Party,Nyanza,2024-04-18,146546.34,Cancelled,2023-03-06,92752.11,43.0,Other,Female,55679506
CLM1286,CUST45645,Third Party,Western,2024-01-04,390188.55,Approved,2023-02-06,17230.23,28.0,Medical,Female,84597009
CLM1287,CUST25825,Third Party,North Eastern,2024-02-03,154845.55,Cancelled,2022-07-07,85543.25,23.0,Theft,Female,35643159
CLM1289,CUST44100,Third Party,Nairobi,2024-08-03,476096.21,Rejected,2023-01-09,56483.47,53.0,Theft,Male,75575808
CLM1290,CUST28322,Comprehensive,Nyanza,2024-09-07,66226.9,Rejected,2024-02-02,38479.49,58.0,Other,Male,73900135
CLM1291,CUST43924,Comprehensive,Nairobi,2024-11-03,498583.55,Pending,2022-01-27,90444.62,46.0,Theft,Male,70152969
CLM1292,CUST53456,Health,Nairobi,2024-04-24,84826.62,Rejected,2022-12-11,82525.17,43.0,Medical,Male,22489409
CLM1293,CUST65923,Third Party,Western,2024-09-25,138215.9,Rejected,2023-01-13,88575.53,20.0,Natural Disaster,Male,64277800
CLM1294,CUST75390,Property,North Eastern,2024-09-14,31428.56,Cancelled,2024-06-22,39535.5,44.0,Theft,Male,51098277
CLM1295,CUST81258,Health,Coast,2024-07-02,240362.54,Rejected,2024-05-09,35715.34,54.0,Natural Disaster,Female,59529086
CLM1297,CUST40508,Comprehensive,Nyanza,2024-10-16,328775.35,Cancelled,2024-05-04,54301.58,68.0,Other,Male,67110154
CLM1298,CUST38758,Health,Coast,2024-05-16,467667.81,Pending,2023-12-06,19257.84,55.0,Fire,Female,54398056
CLM1300,CUST21830,Property,Nyanza,2024-02-16,10944.07,Rejected,2023-07-15,2066.98,57.0,Theft,Male,40942292
CLM1301,CUST33260,Life,Nairobi,2024-05-02,11934.54,Pending,2022-07-05,77887.92,72.0,Natural Disaster,Female,35848226
CLM1302,CUST58967,Health,Central,2024-10-23,168943.97,Cancelled,2022-10-15,15372.26,28.0,Other,Female,81922443
CLM1304,CUST10235,Property,Eastern,2024-10-08,425527.73,Approved,2024-07-04,19844.01,38.0,Natural Disaster,Male,47111151
CLM1305,CUST23645,Third Party,Coast,2024-08-19,372926.32,Pending,2023-03-16,35987.39,38.0,Theft,Male,80415568
CLM1306,CUST97821,Life,North Eastern,2024-11-19,6686.41,Pending,2022-10-29,26455.0,22.0,Fire,Female,23492385
CLM1309,CUST59212,Comprehensive,Central,2024-10-01,169637.34,Rejected,2024-04-09,71041.46,45.0,Other,Male,11898961
CLM1310,CUST66911,Comprehensive,Coast,2024-04-16,103569.69,Pending,2022-03-12,42109.43,53.0,Other,Female,26989677
CLM1311,CUST48980,Comprehensive,Eastern,2024-08-02,286313.13,Rejected,2023-03-30,17051.81,41.0,Accident,Female,???
CLM1312,CUST96772,Health,Nyanza,2024-09-04,49396.46,Pending,2024-02-02,18741.55,36.0,Accident,Female,26948946
CLM1313,CUST50416,Health,North Eastern,2024-12-04,447543.86,Cancelled,2022-01-20,10931.41,52.0,Medical,Male,23769080
CLM1315,CUST97486,Life,Eastern,2024-06-20,485382.06,Pending,2023-06-14,56252.99,71.0,Medical,Female,74251933
CLM1316,CUST72236,Third Party,North Eastern,2024-01-20,150127.2,Rejected,2022-07-16,90472.17,63.0,Accident,Male,???
CLM1317,CUST68856,Third Party,Nyanza,2024-02-14,404421.9,Pending,2023-10-01,6182.24,23.0,Other,Female,74119726
CLM1318,CUST92211,Property,Rift Valley,2024-06-04,160554.99,Approved,2024-02-03,10528.69,53.0,Medical,Female,18770247
CLM1319,CUST78116,Comprehensive,Eastern,2024-08-12,57146.9,Pending,2022-03-25,16523.57,55.0,Natural Disaster,Male,19943140
CLM1321,CUST62818,Property,Eastern,2024-04-06,20352.48,Cancelled,2022-07-04,69670.35,21.0,Other,Female,21432787
CLM1323,CUST68079,Life,Rift Valley,2024-08-19,364670.91,Approved,2024-08-18,20417.7,31.0,Medical,Female,91378577
CLM1324,CUST59009,Property,Western,2024-10-28,33742.87,Rejected,2024-03-22,15293.68,72.0,Natural Disaster,Male,???
CLM1325,CUST36309,Third Party,Nairobi,2024-06-23,228767.88,Cancelled,2023-11-19,71054.13,35.0,Fire,Female,61053474
CLM1326,CUST93284,Comprehensive,Nyanza,2024-11-30,186860.91,Rejected,2024-07-03,19403.2,73.0,Medical,Female,49910061
CLM1327,CUST43903,Comprehensive,Rift Valley,2024-04-28,14697.79,Approved,2022-04-04,17964.93,54.0,Theft,Male,67556566
CLM1328,CUST98826,Health,Nairobi,2024-10-14,432450.34,Approved,2022-06-04,48461.53,26.0,Other,Male,91823275
CLM1329,CUST11109,Property,Rift Valley,2024-08-30,356657.5,Cancelled,2022-11-24,43533.07,42.0,Fire,Female,37888820
CLM1330,CUST71171,Property,Eastern,2024-09-13,292659.09,Approved,2022-05-07,52128.34,60.0,Fire,Female,45520201
CLM1332,CUST41496,Property,Eastern,2024-01-30,330604.63,Pending,2022-05-02,72685.75,59.0,Medical,Female,84087145
CLM1333,CUST64862,Comprehensive,Nyanza,2024-06-07,172240.36,Pending,2023-12-01,69259.17,58.0,Medical,Female,10359129
CLM1334,CUST32280,Property,Western,2024-07-01,147598.24,Rejected,2023-03-29,14538.53,34.0,Other,Male,89699989
CLM1335,CUST53992,Third Party,Coast,2024-03-30,112440.63,Cancelled,2023-03-24,43206.31,74.0,Fire,Female,14380847
CLM1336,CUST48541,Comprehensive,North Eastern,2024-09-30,27784.8,Approved,2023-12-07,48277.53,30.0,Natural Disaster,Male,47945817
CLM1337,CUST60026,Health,Nairobi,2024-09-23,435553.72,Pending,2022-12-29,15461.8,30.0,Fire,Female,19553585
CLM1338,CUST69974,Third Party,Central,2024-11-01,244302.84,Pending,2024-08-28,32714.58,21.0,Accident,Female,45507920
CLM1339,CUST32099,Third Party,North Eastern,2024-09-13,392820.24,Approved,2022-11-04,14681.78,45.0,Other,Female,89160218
CLM1342,CUST49085,Health,Coast,2024-11-17,217398.95,Pending,2022-08-09,35587.82,75.0,Medical,Female,45652586
CLM1344,CUST95267,Health,Rift Valley,2024-08-19,385853.58,Approved,2024-06-03,60204.56,21.0,Other,Male,51286958
CLM1346,CUST99881,Life,Eastern,2024-02-18,331170.62,Cancelled,2023-12-30,63034.18,62.0,Theft,Female,68942178
CLM1347,CUST23751,Property,Central,2024-09-28,142070.68,Approved,2023-09-18,50778.43,56.0,Theft,Female,50814428
CLM1348,CUST36433,Health,Rift Valley,2024-07-13,81026.43,Rejected,2024-04-18,91214.95,62.0,Medical,Female,46540265
CLM1349,CUST11671,Comprehensive,North Eastern,2024-06-19,75423.1,Approved,2022-05-05,78393.57,22.0,Other,Male,76276072
CLM1350,CUST94454,Life,Rift Valley,2024-01-16,232674.4,Approved,2023-11-22,81691.48,73.0,Accident,Female,90267122
CLM1351,CUST98705,Comprehensive,Central,2024-10-12,425771.7,Approved,2023-05-16,2947.89,26.0,Other,Male,67985905
CLM1352,CUST67372,Life,Central,2024-04-07,186938.45,Cancelled,2022-02-10,19921.2,43.0,Medical,Female,91029073
CLM1353,CUST60556,Health,Eastern,2024-03-29,324774.4,Pending,2022-02-02,13079.54,62.0,Other,Male,22257687
CLM1354,CUST30892,Property,North Eastern,2024-08-11,401330.13,Rejected,2022-03-04,19763.53,42.0,Fire,Male,46173157
CLM1355,CUST27125,Health,Central,2024-07-01,443909.37,Rejected,2024-03-17,6505.29,34.0,Other,Female,???
CLM1356,CUST98857,Property,Nyanza,2024-06-20,488969.88,Cancelled,2023-03-09,52871.77,62.0,Other,Male,97444123
CLM1357,CUST42581,Health,Western,2024-08-15,419677.48,Approved,2023-11-09,3141.2,28.0,Natural Disaster,Female,34359060
CLM1358,CUST31679,Health,Coast,2024-11-12,121205.02,Cancelled,2024-02-03,6934.37,32.0,Natural Disaster,Female,95199362
CLM1360,CUST14696,Comprehensive,Central,2024-05-09,396099.86,Cancelled,2023-05-14,89230.87,53.0,Theft,Female,64807553
CLM1361,CUST57624,Third Party,North Eastern,2024-02-10,166654.34,Rejected,2023-10-29,72232.49,41.0,Other,Female,???
CLM1363,CUST74542,Health,Central,2024-04-21,127890.37,Pending,2023-09-15,20379.25,72.0,Medical,Male,76500726
CLM1364,CUST34979,Comprehensive,Eastern,2024-01-15,24203.68,Approved,2022-12-20,77670.23,46.0,Medical,Male,83832717
CLM1365,CUST10568,Comprehensive,Eastern,2024-05-02,419569.24,Rejected,2023-01-28,92588.35,67.0,Theft,Male,21819185
CLM1366,CUST26827,Property,Coast,2024-02-15,252550.95,Rejected,2024-01-24,43029.15,56.0,Other,Male,53389073
CLM1367,CUST54939,Health,Western,2024-12-01,69951.82,Cancelled,2024-03-10,84621.29,53.0,Fire,Male,64247457
CLM1368,CUST91810,Life,Western,2024-09-12,490686.41,Pending,2024-04-22,51381.56,62.0,Other,Female,10154493
CLM1370,CUST16955,Third Party,Rift Valley,2024-07-20,375342.32,Pending,2023-07-17,98386.17,61.0,Fire,Male,35176902
CLM1371,CUST48684,Property,Nairobi,2024-10-20,179982.54,Rejected,2024-02-14,12043.04,73.0,Other,Male,93568503
CLM1372,CUST83566,Property,Rift Valley,2024-06-20,346775.1,Approved,2022-03-22,92795.51,42.0,Medical,Female,93940940
CLM1374,CUST81645,Third Party,Nyanza,2024-02-20,147794.68,Pending,2023-03-24,98378.43,22.0,Theft,Male,83715012
CLM1375,CUST25643,Health,Rift Valley,2024-12-08,278742.71,Pending,2024-01-23,17771.03,72.0,Fire,Male,68802946
CLM1377,CUST51662,Third Party,Central,2024-08-24,393342.86,Pending,2023-01-07,42761.26,52.0,Medical,Male,94560158
CLM1379,CUST68414,Property,Nyanza,2024-06-07,479489.51,Cancelled,2022-05-25,39374.52,68.0,Accident,Female,84121929
CLM1381,CUST20793,Third Party,Nairobi,2024-02-15,313839.6,Pending,2023-05-19,67692.84,67.0,Theft,Female,71934487
CLM1383,CUST33329,Property,Central,2024-09-30,287906.18,Pending,2023-03-01,91276.68,44.0,Medical,Female,78299645
CLM1384,CUST66757,Health,Central,2024-11-20,267882.35,Approved,2024-01-20,76084.14,55.0,Accident,Male,65766169
CLM1385,CUST75907,Life,Central,2024-04-04,141477.2,Rejected,2023-12-11,39378.53,70.0,Other,Male,73380266
CLM1386,CUST79922,Health,Rift Valley,2024-02-26,480107.0,Pending,2023-08-19,31209.54,74.0,Other,Female,83989546
CLM1387,CUST11461,Property,Western,2024-12-24,62494.34,Approved,2024-07-20,58126.42,43.0,Natural Disaster,Male,35583290
CLM1388,CUST55069,Property,Western,2024-10-16,81316.22,Pending,2022-08-01,62454.72,34.0,Theft,Male,???
CLM1390,CUST73857,Life,Western,2024-12-28,335976.49,Pending,2024-02-28,11804.42,57.0,Accident,Male,55617282
CLM1391,CUST69067,Life,Western,2024-11-14,283210.45,Cancelled,2022-01-04,81154.58,45.0,Theft,Male,45859307
CLM1392,CUST39035,Health,Rift Valley,2024-10-08,420214.92,Pending,2023-04-09,68598.86,39.0,Medical,Female,47962005
CLM1393,CUST50038,Comprehensive,Western,2024-08-13,323130.25,Approved,2024-01-31,84495.71,72.0,Theft,Male,88777447
CLM1394,CUST92132,Comprehensive,Nairobi,2024-06-22,424944.05,Approved,2024-04-16,81638.96,55.0,Medical,Male,29944139
CLM1397,CUST96430,Third Party,North Eastern,2024-06-25,469648.45,Approved,2023-05-15,23444.27,49.0,Theft,Male,60628276
CLM1399,CUST93042,Life,Western,2024-08-10,188953.13,Rejected,2023-08-18,37799.08,59.0,Accident,Female,42051937
CLM1400,CUST39215,Life,Coast,2024-11-28,243943.92,Rejected,2023-10-01,88942.85,18.0,Natural Disaster,Male,41348220
CLM1401,CUST40145,Life,Nyanza,2024-05-03,75969.96,Pending,2024-01-05,37497.85,63.0,Accident,Male,15858241
CLM1403,CUST87640,Property,Nairobi,2024-01-15,445508.04,Pending,2022-04-09,7479.38,34.0,Theft,Female,76481885
CLM1404,CUST83872,Life,Central,2024-08-17,109080.12,Rejected,2023-05-31,86995.64,28.0,Theft,Female,77416376
CLM1405,CUST86368,Third Party,Rift Valley,2024-12-05,84693.13,Cancelled,2023-11-15,92390.49,56.0,Natural Disaster,Male,23470708
CLM1406,CUST60523,Comprehensive,Nyanza,2024-07-23,261832.96,Rejected,2023-12-11,82998.39,56.0,Accident,Male,23383077
CLM1407,CUST90576,Property,Central,2024-10-07,47501.79,Pending,2022-08-12,90394.51,52.0,Accident,Female,12059919
CLM1408,CUST58546,Property,Eastern,2024-12-04,115513.64,Rejected,2024-10-14,79376.45,42.0,Fire,Male,65026398
CLM1409,CUST43360,Third Party,Central,2024-01-30,142350.07,Rejected,2022-12-31,27264.89,18.0,Other,Male,30718012
CLM1410,CUST25444,Health,Nyanza,2024-05-11,344195.6,Cancelled,2023-09-10,42066.82,24.0,Theft,Female,45570755
CLM1411,CUST43244,Property,Eastern,2024-02-01,282770.45,Cancelled,2023-10-24,99196.27,43.0,Theft,Female,97219599
CLM1412,CUST83080,Life,North Eastern,2024-11-27,127635.05,Cancelled,2024-11-13,58609.81,67.0,Other,Female,54099326
CLM1413,CUST96413,Third Party,North Eastern,2024-05-27,391771.52,Pending,2023-05-07,11827.3,50.0,Medical,Female,81621574
CLM1414,CUST90481,Comprehensive,Western,2024-10-06,195162.74,Approved,2024-01-29,80828.2,70.0,Theft,Female,94127561
CLM1415,CUST67065,Life,Nyanza,2024-01-14,186046.73,Approved,2023-04-25,73000.48,43.0,Natural Disaster,Female,82613940
CLM1416,CUST88311,Third Party,North Eastern,2024-04-01,220047.05,Pending,2023-03-23,85355.63,69.0,Natural Disaster,Female,???
CLM1417,CUST88579,Third Party,Western,2024-10-17,337338.17,Cancelled,2022-05-21,25447.15,18.0,Theft,Male,40532691
CLM1418,CUST62354,Health,Eastern,2024-02-08,293454.0,Approved,2023-08-14,74218.7,22.0,Accident,Female,68246664
CLM1419,CUST83284,Life,Coast,2024-09-30,481680.54,Cancelled,2022-06-06,24176.96,30.0,Medical,Female,95060193
CLM1420,CUST44223,Property,Central,2024-03-05,279756.73,Cancelled,2023-04-11,35316.66,25.0,Natural Disaster,Female,69549527
CLM1421,CUST85352,Health,Eastern,2024-01-18,282021.13,Pending,2022-09-09,76232.38,67.0,Medical,Female,13885234
CLM1422,CUST13584,Life,Central,2024-04-23,191953.95,Pending,2023-07-11,68337.47,32.0,Fire,Female,17532195
CLM1423,CUST77699,Life,Nyanza,2024-06-16,144357.5,Rejected,2022-08-15,68022.4,70.0,Fire,Male,60310319
CLM1424,CUST33394,Life,Nyanza,2024-07-25,447263.81,Cancelled,2023-10-03,19912.88,65.0,Other,Male,42775624
CLM1426,CUST25712,Health,Nairobi,2024-03-08,382357.86,Approved,2022-05-03,85105.04,41.0,Natural Disaster,Female,32814819
CLM1427,CUST85303,Health,Western,2024-12-04,492212.95,Cancelled,2023-08-18,40992.19,66.0,Natural Disaster,Male,???
CLM1428,CUST65466,Property,Nairobi,2024-09-22,251735.13,Rejected,2023-01-10,86319.21,67.0,Theft,Female,93176117
CLM1430,CUST41082,Property,Coast,2024-03-31,183596.15,Rejected,2023-12-18,43546.4,44.0,Other,Female,29208935
CLM1431,CUST62506,Third Party,Western,2024-04-08,489656.95,Pending,2023-12-15,81790.69,64.0,Fire,Male,95618110
CLM1432,CUST59923,Third Party,North Eastern,2024-09-15,403028.51,Pending,2022-01-15,43309.03,26.0,Other,Female,44269370
CLM1433,CUST49326,Property,Nairobi,2024-12-15,199802.55,Pending,2023-03-23,7883.57,70.0,Fire,Female,72445234
CLM1434,CUST22622,Life,Rift Valley,2024-03-02,181120.05,Cancelled,2022-04-25,35725.75,44.0,Accident,Female,83363160
CLM1435,CUST89374,Property,Western,2024-05-14,489707.19,Cancelled,2023-04-10,36800.69,61.0,Natural Disaster,Female,69287967
CLM1436,CUST68580,Health,Rift Valley,2024-06-13,232412.29,Pending,2023-01-24,87089.25,58.0,Fire,Female,95756900
CLM1437,CUST84925,Comprehensive,Central,2024-11-24,81837.74,Pending,2023-04-15,32721.24,59.0,Fire,Female,71315464
CLM1438,CUST61833,Health,Coast,2024-05-29,374199.85,Rejected,2024-01-21,42570.93,29.0,Accident,Male,36738452
CLM1440,CUST78679,Comprehensive,Central,2024-05-19,131963.68,Pending,2023-04-05,10262.5,74.0,Medical,Female,86762164
CLM1441,CUST47247,Third Party,Western,2024-01-09,263844.43,Pending,2023-10-07,4799.99,60.0,Fire,Female,49625201
CLM1442,CUST71235,Property,Rift Valley,2024-06-02,274724.09,Pending,2023-03-03,97015.14,62.0,Natural Disaster,Male,98346110
CLM1443,CUST69840,Property,Eastern,2024-08-07,262206.44,Cancelled,2022-03-18,91074.47,48.0,Natural Disaster,Male,11086890
CLM1444,CUST67915,Health,Rift Valley,2024-10-16,78703.05,Approved,2024-02-11,2009.05,70.0,Theft,Female,91390501
CLM1446,CUST34716,Property,Eastern,2024-08-23,197981.29,Pending,2023-07-02,72063.92,59.0,Medical,Female,40885967
CLM1448,CUST93478,Health,Rift Valley,2024-04-07,350535.83,Rejected,2022-08-01,20403.37,19.0,Theft,Male,93334601
CLM1450,CUST54815,Health,Coast,2024-09-08,232378.55,Approved,2022-03-03,34364.37,71.0,Theft,Male,94216001
CLM1451,CUST61435,Health,Western,2024-11-02,96903.95,Cancelled,2023-11-16,82090.57,71.0,Accident,Male,51464269
CLM1452,CUST42631,Health,Nyanza,2024-08-13,369071.89,Approved,2023-07-21,21519.63,65.0,Accident,Male,14478111
CLM1453,CUST99318,Life,Western,2024-02-05,314952.96,Approved,2023-12-08,74983.01,53.0,Natural Disaster,Male,27637794
CLM1454,CUST93692,Life,Nairobi,2024-05-06,431965.18,Pending,2023-10-08,97380.86,33.0,Other,Female,49609054
CLM1455,CUST31936,Property,Central,2024-03-18,198508.34,Pending,2022-07-25,2875.13,20.0,Natural Disaster,Female,33574011
CLM1457,CUST30174,Comprehensive,Western,2024-07-13,244433.6,Cancelled,2023-02-28,98204.22,68.0,Other,Female,81249799
CLM1458,CUST67503,Comprehensive,Eastern,2024-04-09,179725.58,Pending,2024-01-19,26568.23,20.0,Medical,Female,32084778
CLM1460,CUST68901,Life,Coast,2024-06-30,227585.41,Rejected,2022-04-27,73898.46,74.0,Accident,Female,25457816
CLM1461,CUST41298,Comprehensive,Eastern,2024-10-19,95744.86,Rejected,2022-12-17,77041.94,27.0,Natural Disaster,Female,28892086
CLM1462,CUST94004,Comprehensive,Central,2024-11-24,22844.85,Pending,2024-05-15,19506.6,20.0,Theft,Male,63339667
CLM1464,CUST95950,Comprehensive,North Eastern,2024-01-06,400708.95,Approved,2022-07-25,37370.75,65.0,Medical,Female,62958901
CLM1466,CUST79685,Third Party,Nyanza,2024-09-18,285443.81,Pending,2023-02-12,56725.5,53.0,Medical,Male,59470729
CLM1467,CUST85571,Health,Eastern,2024-05-27,441529.19,Pending,2023-08-01,79661.24,53.0,Medical,Female,88458327
CLM1468,CUST79979,Health,Coast,2024-09-19,451340.0,Cancelled,2022-12-30,84795.69,44.0,Other,Female,24541967
CLM1470,CUST47287,Property,Western,2024-05-07,496712.59,Cancelled,2022-12-10,2643.75,32.0,Theft,Female,???
CLM1471,CUST46170,Property,Western,2024-01-25,48049.28,Rejected,2023-05-09,36854.26,26.0,Fire,Female,96926431
CLM1472,CUST42749,Life,Central,2024-12-19,285673.09,Pending,2023-04-15,73958.06,64.0,Fire,Female,???
CLM1473,CUST85527,Comprehensive,Rift Valley,2024-06-07,19648.43,Rejected,2022-07-01,9690.78,21.0,Fire,Female,97139443
CLM1474,CUST66925,Comprehensive,Nyanza,2024-01-18,374091.65,Approved,2024-01-05,64120.94,58.0,Medical,Male,28760553
CLM1475,CUST15397,Property,Western,2024-04-28,164088.98,Pending,2024-02-05,17013.35,61.0,Other,Female,14994527
CLM1476,CUST88005,Comprehensive,Nyanza,2024-02-07,216535.9,Rejected,2022-07-02,16505.22,39.0,Accident,Female,25585427
CLM1477,CUST16463,Life,Central,2024-02-22,199864.99,Rejected,2023-08-27,77834.86,26.0,Theft,Female,82148284
CLM1478,CUST73944,Property,Nyanza,2024-05-24,281022.64,Pending,2024-04-19,25746.88,35.0,Medical,Female,70887034
CLM1479,CUST85499,Health,Eastern,2024-08-16,183268.55,Pending,2022-08-29,33432.36,56.0,Other,Male,66254240
CLM1480,CUST32184,Property,North Eastern,2024-09-11,311967.9,Rejected,2022-06-03,6398.0,70.0,Theft,Male,65684858
CLM1481,CUST30446,Comprehensive,Central,2024-08-27,370051.23,Pending,2023-09-26,94996.21,27.0,Fire,Male,75679047
CLM1482,CUST24585,Health,Nairobi,2024-01-13,166606.48,Pending,2023-06-21,21972.53,51.0,Fire,Female,47546086
CLM1483,CUST28526,Comprehensive,Eastern,2024-03-25,291919.47,Approved,2023-11-20,27034.72,21.0,Fire,Male,59731689
CLM1484,CUST90997,Health,Nairobi,2024-04-01,34232.3,Cancelled,2023-07-18,66972.2,60.0,Fire,Male,???
CLM1487,CUST56125,Life,Nyanza,2024-01-24,498001.21,Cancelled,2022-11-06,81565.5,58.0,Fire,Female,58140388
CLM1488,CUST13862,Life,Nyanza,2024-03-14,76702.38,Rejected,2022-07-09,66379.31,23.0,Other,Female,47028180
CLM1489,CUST98866,Third Party,Eastern,2024-02-05,120940.04,Pending,2023-05-30,43793.57,37.0,Natural Disaster,Female,71031132
CLM1490,CUST27271,Third Party,Nyanza,2024-09-06,431431.24,Cancelled,2024-07-16,69476.14,75.0,Natural Disaster,Male,38468360
CLM1491,CUST29025,Property,Western,2024-01-20,159430.61,Approved,2023-09-04,20045.25,71.0,Theft,Male,12866549
CLM1492,CUST64269,Life,North Eastern,2024-04-04,373059.26,Cancelled,2022-07-15,16891.79,30.0,Accident,Male,???
CLM1493,CUST90213,Property,Nyanza,2024-03-20,298583.99,Pending,2022-04-17,69363.03,40.0,Accident,Female,???
CLM1494,CUST89260,Life,Western,2024-03-21,426212.59,Rejected,2022-12-02,48437.0,28.0,Theft,Male,???
CLM1495,CUST11967,Health,Nyanza,2024-05-07,371440.96,Pending,2022-08-18,76262.11,22.0,Theft,Female,41272553
CLM1496,CUST74217,Health,Nyanza,2024-01-02,214350.29,Approved,2022-08-04,61577.14,70.0,Medical,Female,89991301
CLM1497,CUST84964,Property,Nairobi,2024-02-20,260803.9,Rejected,2023-01-25,46776.24,74.0,Accident,Male,29419691
CLM1498,CUST61853,Comprehensive,Eastern,2024-02-12,258547.21,Approved,2023-05-29,20605.33,46.0,Medical,Female,33420607
CLM1499,CUST47475,Health,Rift Valley,2024-02-21,306954.01,Approved,2022-01-24,69615.39,75.0,Theft,Female,13460153
CLM1501,CUST36467,Comprehensive,Rift Valley,2024-05-05,162713.32,Pending,2022-01-25,72400.72,25.0,Accident,Male,89034501
CLM1502,CUST93109,Property,Eastern,2024-04-13,363710.04,Pending,2022-03-23,39110.51,42.0,Accident,Male,33386929
CLM1503,CUST84120,Third Party,Western,2024-10-15,434540.45,Pending,2023-10-16,77377.37,21.0,Medical,Female,27013243
CLM1504,CUST68491,Third Party,Central,2024-02-14,449372.41,Pending,2023-08-03,2346.22,66.0,Fire,Male,80610004
CLM1505,CUST75358,Comprehensive,North Eastern,2024-07-03,119701.3,Rejected,2023-11-28,46466.37,46.0,Accident,Male,18530615
CLM1506,CUST81741,Property,Nyanza,2024-07-18,25410.48,Pending,2024-07-11,7396.27,40.0,Accident,Male,58592048
CLM1507,CUST97424,Property,Rift Valley,2024-06-24,166224.43,Approved,2024-02-22,6805.07,44.0,Theft,Male,24636981
CLM1508,CUST90096,Property,Western,2024-08-26,483180.34,Cancelled,2022-03-09,93285.02,23.0,Fire,Female,39735904
CLM1509,CUST59668,Health,Central,2024-07-21,147123.52,Pending,2023-04-14,13958.28,73.0,Fire,Female,98436473
CLM1510,CUST78766,Third Party,Nairobi,2024-09-06,55541.81,Approved,2022-02-18,49398.97,62.0,Natural Disaster,Female,71477426
CLM1511,CUST51482,Property,Coast,2024-07-05,463625.58,Rejected,2023-09-16,52931.17,58.0,Medical,Female,18163847
CLM1512,CUST89876,Life,Nyanza,2024-09-23,1788.88,Approved,2022-06-17,47558.79,68.0,Accident,Male,67213476
CLM1513,CUST64346,Life,Coast,2024-10-03,280647.34,Pending,2023-11-21,3107.13,30.0,Other,Female,75802771
CLM1514,CUST18891,Property,Coast,2024-12-15,383749.27,Approved,2022-05-06,69211.91,39.0,Medical,Male,19863756
CLM1515,CUST35430,Life,North Eastern,2024-08-24,458165.36,Approved,2022-08-19,65273.92,48.0,Theft,Female,53233116
CLM1516,CUST80381,Health,Eastern,2024-02-19,463967.2,Approved,2023-03-04,83840.36,37.0,Natural Disaster,Female,18815720
CLM1517,CUST12453,Life,Coast,2024-09-02,34040.31,Pending,2024-06-28,29485.08,19.0,Fire,Female,93794475
CLM1518,CUST31753,Health,Western,2024-10-03,298000.74,Cancelled,2023-05-21,71116.09,38.0,Other,Male,83599154
CLM1519,CUST21376,Third Party,Coast,2024-08-20,226501.26,Cancelled,2024-04-04,23181.71,37.0,Theft,Male,61124122
CLM1520,CUST14901,Comprehensive,North Eastern,2024-06-25,253491.35,Rejected,2024-02-25,90685.67,27.0,Theft,Female,49580505
CLM1521,CUST78632,Life,Western,2024-06-16,384971.22,Approved,2022-06-04,82569.57,51.0,Other,Male,91259008
CLM1522,CUST14791,Property,Central,2024-11-27,3050.82,Approved,2024-10-14,69331.13,56.0,Accident,Female,25356396
CLM1524,CUST79766,Health,Central,2024-06-16,137054.45,Pending,2023-12-03,28816.41,18.0,Natural Disaster,Male,38859907
CLM1525,CUST55916,Life,Western,2024-06-09,471695.63,Cancelled,2023-06-11,58260.13,28.0,Accident,Female,40667888
CLM1526,CUST54399,Comprehensive,Western,2024-06-03,15467.35,Approved,2023-10-09,12380.84,21.0,Accident,Female,70867592
